,name_long,name,path_left_read,path_right_read,region,location,latitude,longitude,altitude
306,Sweden-Pitea.PIT05,PIT05,betula_pendula/40876_ID1242_178-PIT05-A002-B11_S1_L001_R1_001.fastq.gz,betula_pendula/40876_ID1242_178-PIT05-A002-B11_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
307,Sweden-Pitea.PIT06,PIT06,betula_pendula/40809_ID1242_111-PIT06-A002-G02_S1_L001_R1_001.fastq.gz,betula_pendula/40809_ID1242_111-PIT06-A002-G02_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
308,Sweden-Pitea.PIT07,PIT07,betula_pendula/40699_ID1242_1-PIT07-A001-A01_S1_L001_R1_001.fastq.gz,betula_pendula/40699_ID1242_1-PIT07-A001-A01_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
309,Sweden-Pitea.PIT08,PIT08,betula_pendula/40776_ID1242_78-PIT08-A001-F10_S1_L001_R1_001.fastq.gz,betula_pendula/40776_ID1242_78-PIT08-A001-F10_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
310,Sweden-Pitea.PIT09,PIT09,betula_pendula/40767_ID1242_69-PIT09-A001-E09_S1_L001_R1_001.fastq.gz,betula_pendula/40767_ID1242_69-PIT09-A001-E09_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
311,Sweden-Pitea.PIT10,PIT10,betula_pendula/40547_ID1242_245-PIT10-A003-E07_S1_L001_R1_001.fastq.gz,betula_pendula/40547_ID1242_245-PIT10-A003-E07_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
312,Sweden-Pitea.PIT11,PIT11,betula_pendula/40869_ID1242_171-PIT11-A002-C10_S1_L001_R1_001.fastq.gz,betula_pendula/40869_ID1242_171-PIT11-A002-C10_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
313,Sweden-Pitea.PIT12,PIT12,betula_pendula/40797_ID1242_99-PIT12-A002-C01_S1_L001_R1_001.fastq.gz,betula_pendula/40797_ID1242_99-PIT12-A002-C01_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
314,Sweden-Pitea.PIT13D,PIT13D,betula_pendula/40715_ID1242_17-PIT13D-A001-A03_S1_L001_R1_001.fastq.gz,betula_pendula/40715_ID1242_17-PIT13D-A001-A03_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
315,Sweden-Pitea.PIT14,PIT14,betula_pendula/40714_ID1242_16-PIT14-A001-H02_S1_L001_R1_001.fastq.gz,betula_pendula/40714_ID1242_16-PIT14-A001-H02_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
316,Sweden-Pitea.PIT16,PIT16,betula_pendula/40810_ID1242_112-PIT16-A002-H02_S1_L001_R1_001.fastq.gz,betula_pendula/40810_ID1242_112-PIT16-A002-H02_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
317,Sweden-Pitea.PIT17,PIT17,betula_pendula/40849_ID1242_151-PIT17-A002-G07_S1_L001_R1_001.fastq.gz,betula_pendula/40849_ID1242_151-PIT17-A002-G07_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
318,Sweden-Pitea.PIT18,PIT18,betula_pendula/40879_ID1242_181-PIT18-A002-E11_S1_L001_R1_001.fastq.gz,betula_pendula/40879_ID1242_181-PIT18-A002-E11_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
319,Sweden-Pitea.PIT19,PIT19,betula_pendula/40863_ID1242_165-PIT19-A002-E09_S1_L001_R1_001.fastq.gz,betula_pendula/40863_ID1242_165-PIT19-A002-E09_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
320,Sweden-Pitea.PIT23,PIT23,betula_pendula/40800_ID1242_102-PIT23-A002-F01_S1_L001_R1_001.fastq.gz,betula_pendula/40800_ID1242_102-PIT23-A002-F01_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
321,Sweden-Pitea.PIT24,PIT24,betula_pendula/40749_ID1242_51-PIT24-A001-C07_S1_L001_R1_001.fastq.gz,betula_pendula/40749_ID1242_51-PIT24-A001-C07_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
322,Sweden-Pitea.PIT25,PIT25,betula_pendula/40790_ID1242_92-PIT25-A001-D12_S1_L001_R1_001.fastq.gz,betula_pendula/40790_ID1242_92-PIT25-A001-D12_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
323,Sweden-Pitea.PIT26,PIT26,betula_pendula/40732_ID1242_34-PIT26-A001-B05_S1_L001_R1_001.fastq.gz,betula_pendula/40732_ID1242_34-PIT26-A001-B05_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
324,Sweden-Pitea.PIT28,PIT28,betula_pendula/40878_ID1242_180-PIT28-A002-D11_S1_L001_R1_001.fastq.gz,betula_pendula/40878_ID1242_180-PIT28-A002-D11_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
325,Sweden-Pitea.PIT29,PIT29,betula_pendula/40816_ID1242_118-PIT29-A002-F03_S1_L001_R1_001.fastq.gz,betula_pendula/40816_ID1242_118-PIT29-A002-F03_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
326,Sweden-Pitea.PIT30,PIT30,betula_pendula/40729_ID1242_31-PIT30-A001-G04_S1_L001_R1_001.fastq.gz,betula_pendula/40729_ID1242_31-PIT30-A001-G04_S1_L001_R2_001.fastq.gz,Sweden,Pitea,65.5,21.22,20
327,Sweden-Skatelov.SKA02,SKA02,betula_pendula/40602_ID1242_300-SKA02-A004-D02_S1_L001_R1_001.fastq.gz,betula_pendula/40602_ID1242_300-SKA02-A004-D02_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
328,Sweden-Skatelov.SKA06,SKA06,betula_pendula/40621_ID1242_319-SKA06-A004-G04_S1_L001_R1_001.fastq.gz,betula_pendula/40621_ID1242_319-SKA06-A004-G04_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
329,Sweden-Skatelov.SKA08,SKA08,betula_pendula/40523_ID1242_221-SKA08-A003-E04_S1_L001_R1_001.fastq.gz,betula_pendula/40523_ID1242_221-SKA08-A003-E04_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
330,Sweden-Skatelov.SKA10,SKA10,betula_pendula/40508_ID1242_206-SKA10-A003-F02_S1_L001_R1_001.fastq.gz,betula_pendula/40508_ID1242_206-SKA10-A003-F02_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
331,Sweden-Skatelov.SKA13,SKA13,betula_pendula/40561_ID1242_259-SKA13-A003-C09_S1_L001_R1_001.fastq.gz,betula_pendula/40561_ID1242_259-SKA13-A003-C09_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
332,Sweden-Skatelov.SKA19,SKA19,betula_pendula/40557_ID1242_255-SKA19-A003-G08_S1_L001_R1_001.fastq.gz,betula_pendula/40557_ID1242_255-SKA19-A003-G08_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
333,Sweden-Skatelov.SKA20,SKA20,betula_pendula/40762_ID1242_64-SKA20-A001-H08_S1_L001_R1_001.fastq.gz,betula_pendula/40762_ID1242_64-SKA20-A001-H08_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
334,Sweden-Skatelov.SKA22,SKA22,betula_pendula/40789_ID1242_91-SKA22-A001-C12_S1_L001_R1_001.fastq.gz,betula_pendula/40789_ID1242_91-SKA22-A001-C12_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
335,Sweden-Skatelov.SKA23,SKA23,betula_pendula/40599_ID1242_297-SKA23-A004-A02_S1_L001_R1_001.fastq.gz,betula_pendula/40599_ID1242_297-SKA23-A004-A02_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
336,Sweden-Skatelov.SKA24,SKA24,betula_pendula/40511_ID1242_209-SKA24-A003-A03_S1_L001_R1_001.fastq.gz,betula_pendula/40511_ID1242_209-SKA24-A003-A03_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
337,Sweden-Skatelov.SKA28,SKA28,betula_pendula/40773_ID1242_75-SKA28-A001-C10_S1_L001_R1_001.fastq.gz,betula_pendula/40773_ID1242_75-SKA28-A001-C10_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
338,Sweden-Skatelov.SKA30,SKA30,betula_pendula/40813_ID1242_115-SKA30-A002-C03_S1_L001_R1_001.fastq.gz,betula_pendula/40813_ID1242_115-SKA30-A002-C03_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
339,Sweden-Skatelov.SKA34,SKA34,betula_pendula/40897_ID1242_391-SKA34-A005-G01_S1_L001_R1_001.fastq.gz,betula_pendula/40897_ID1242_391-SKA34-A005-G01_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
340,Sweden-Skatelov.SKA35,SKA35,betula_pendula/40782_ID1242_84-SKA35-A001-D11_S1_L001_R1_001.fastq.gz,betula_pendula/40782_ID1242_84-SKA35-A001-D11_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
341,Sweden-Skatelov.SKA39,SKA39,betula_pendula/40512_ID1242_210-SKA39-A003-B03_S1_L001_R1_001.fastq.gz,betula_pendula/40512_ID1242_210-SKA39-A003-B03_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
342,Sweden-Skatelov.SKA40,SKA40,betula_pendula/40530_ID1242_228-SKA40-A003-D05_S1_L001_R1_001.fastq.gz,betula_pendula/40530_ID1242_228-SKA40-A003-D05_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
343,Sweden-Skatelov.SKA42,SKA42,betula_pendula/40730_ID1242_32-SKA42-A001-H04_S1_L001_R1_001.fastq.gz,betula_pendula/40730_ID1242_32-SKA42-A001-H04_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
344,Sweden-Skatelov.SKA43,SKA43,betula_pendula/40603_ID1242_301-SKA43-A004-E02_S1_L001_R1_001.fastq.gz,betula_pendula/40603_ID1242_301-SKA43-A004-E02_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
345,Sweden-Skatelov.SKA44,SKA44,betula_pendula/40733_ID1242_35-SKA44-A001-C05_S1_L001_R1_001.fastq.gz,betula_pendula/40733_ID1242_35-SKA44-A001-C05_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
346,Sweden-Skatelov.SKA45,SKA45,betula_pendula/40764_ID1242_66-SKA45-A001-B09_S1_L001_R1_001.fastq.gz,betula_pendula/40764_ID1242_66-SKA45-A001-B09_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
347,Sweden-Skatelov.SKA46,SKA46,betula_pendula/40563_ID1242_261-SKA46-A003-E09_S1_L001_R1_001.fastq.gz,betula_pendula/40563_ID1242_261-SKA46-A003-E09_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
348,Sweden-Skatelov.SKA49,SKA49,betula_pendula/40881_ID1242_183-SKA49-A002-G11_S1_L001_R1_001.fastq.gz,betula_pendula/40881_ID1242_183-SKA49-A002-G11_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
349,Sweden-Skatelov.SKA51,SKA51,betula_pendula/40882_ID1242_184-SKA51-A002-H11_S1_L001_R1_001.fastq.gz,betula_pendula/40882_ID1242_184-SKA51-A002-H11_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
350,Sweden-Skatelov.SKA55,SKA55,betula_pendula_resequence/45503_ID1242_269-SKA55-A003-E10_S1_L001_R1_001.fastq.gz,betula_pendula_resequence/45503_ID1242_269-SKA55-A003-E10_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
351,Sweden-Skatelov.SKA57,SKA57,betula_pendula/40644_ID1242_342-SKA57-A004-F07_S1_L001_R1_001.fastq.gz,betula_pendula/40644_ID1242_342-SKA57-A004-F07_S1_L001_R2_001.fastq.gz,Sweden,Skatelov,56.75,14.55,160
352,Sweden-Vallerstad.VAL04,VAL04,betula_pendula_resequence/45505_ID1242_340-VAL04-A004-D07_S3_L001_R1_001.fastq.gz,betula_pendula_resequence/45505_ID1242_340-VAL04-A004-D07_S3_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
353,Sweden-Vallerstad.VAL05,VAL05,betula_pendula/40566_ID1242_264-VAL05-A003-H09_S1_L001_R1_001.fastq.gz,betula_pendula/40566_ID1242_264-VAL05-A003-H09_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
354,Sweden-Vallerstad.VAL06,VAL06,betula_pendula/40653_ID1242_351-VAL06-A004-G08_S1_L001_R1_001.fastq.gz,betula_pendula/40653_ID1242_351-VAL06-A004-G08_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
355,Sweden-Vallerstad.VAL07,VAL07,betula_pendula/40516_ID1242_214-VAL07-A003-F03_S1_L001_R1_001.fastq.gz,betula_pendula/40516_ID1242_214-VAL07-A003-F03_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
356,Sweden-Vallerstad.VAL51,VAL51,betula_pendula/40637_ID1242_335-VAL51-A004-G06_S1_L001_R1_001.fastq.gz,betula_pendula/40637_ID1242_335-VAL51-A004-G06_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
357,Sweden-Vallerstad.VAL52,VAL52,betula_pendula/40623_ID1242_321-VAL52-A004-A05_S1_L001_R1_001.fastq.gz,betula_pendula/40623_ID1242_321-VAL52-A004-A05_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
358,Sweden-Vallerstad.VAL53,VAL53,betula_pendula/40650_ID1242_348-VAL53-A004-D08_S1_L001_R1_001.fastq.gz,betula_pendula/40650_ID1242_348-VAL53-A004-D08_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
359,Sweden-Vallerstad.VAL54,VAL54,betula_pendula/40904_ID1242_398-VAL54-A005-F02_S1_L001_R1_001.fastq.gz,betula_pendula/40904_ID1242_398-VAL54-A005-F02_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
360,Sweden-Vallerstad.VAL55,VAL55,betula_pendula/40636_ID1242_334-VAL55-A004-F06_S1_L001_R1_001.fastq.gz,betula_pendula/40636_ID1242_334-VAL55-A004-F06_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
361,Sweden-Vallerstad.VAL57,VAL57,betula_pendula/40591_ID1242_289-VAL57-A004-A01_S1_L001_R1_001.fastq.gz,betula_pendula/40591_ID1242_289-VAL57-A004-A01_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
362,Sweden-Vallerstad.VAL58,VAL58,betula_pendula/40668_ID1242_366-VAL58-A004-F10_S1_L001_R1_001.fastq.gz,betula_pendula/40668_ID1242_366-VAL58-A004-F10_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
363,Sweden-Vallerstad.VAL64,VAL64,betula_pendula/40634_ID1242_332-VAL64-A004-D06_S1_L001_R1_001.fastq.gz,betula_pendula/40634_ID1242_332-VAL64-A004-D06_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
364,Sweden-Vallerstad.VAL68,VAL68,betula_pendula/40497_ID1242_195-VAL68-A003-C01_S1_L001_R1_001.fastq.gz,betula_pendula/40497_ID1242_195-VAL68-A003-C01_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
365,Sweden-Vallerstad.VAL71,VAL71,betula_pendula/40543_ID1242_241-VAL71-A003-A07_S1_L001_R1_001.fastq.gz,betula_pendula/40543_ID1242_241-VAL71-A003-A07_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
366,Sweden-Vallerstad.VAL72,VAL72,betula_pendula/40663_ID1242_361-VAL72-A004-A10_S1_L001_R1_001.fastq.gz,betula_pendula/40663_ID1242_361-VAL72-A004-A10_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
367,Sweden-Vallerstad.VAL74,VAL74,betula_pendula/40903_ID1242_397-VAL74-A005-E02_S1_L001_R1_001.fastq.gz,betula_pendula/40903_ID1242_397-VAL74-A005-E02_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
368,Sweden-Vallerstad.VAL75,VAL75,betula_pendula/40524_ID1242_222-VAL75-A003-F04_S1_L001_R1_001.fastq.gz,betula_pendula/40524_ID1242_222-VAL75-A003-F04_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
369,Sweden-Vallerstad.VAL77,VAL77,betula_pendula/40910_ID1242_404-VAL77-A005-D03_S1_L001_R1_001.fastq.gz,betula_pendula/40910_ID1242_404-VAL77-A005-D03_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
370,Sweden-Vallerstad.VAL78,VAL78,betula_pendula/40640_ID1242_338-VAL78-A004-B07_S1_L001_R1_001.fastq.gz,betula_pendula/40640_ID1242_338-VAL78-A004-B07_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
371,Sweden-Vallerstad.VAL82,VAL82,betula_pendula/40666_ID1242_364-VAL82-A004-D10_S1_L001_R1_001.fastq.gz,betula_pendula/40666_ID1242_364-VAL82-A004-D10_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
372,Sweden-Vallerstad.VAL83,VAL83,betula_pendula/40570_ID1242_268-VAL83-A003-D10_S1_L001_R1_001.fastq.gz,betula_pendula/40570_ID1242_268-VAL83-A003-D10_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
373,Sweden-Vallerstad.VAL92,VAL92,betula_pendula/40784_ID1242_86-VAL92-A001-F11_S1_L001_R1_001.fastq.gz,betula_pendula/40784_ID1242_86-VAL92-A001-F11_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
374,Sweden-Vallerstad.VAL93,VAL93,betula_pendula/40820_ID1242_122-VAL93-A002-B04_S1_L001_R1_001.fastq.gz,betula_pendula/40820_ID1242_122-VAL93-A002-B04_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
375,Sweden-Vallerstad.VAL94,VAL94,betula_pendula/40659_ID1242_357-VAL94-A004-E09_S1_L001_R1_001.fastq.gz,betula_pendula/40659_ID1242_357-VAL94-A004-E09_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
376,Sweden-Vallerstad.VAL97,VAL97,betula_pendula/40629_ID1242_327-VAL97-A004-G05_S1_L001_R1_001.fastq.gz,betula_pendula/40629_ID1242_327-VAL97-A004-G05_S1_L001_R2_001.fastq.gz,Sweden,Vallerstad,58.41,15.1,80
